min_Threshold0,max_Threshold0,min_Threshold2,max_Threshold2,min_Threshold4,max_Threshold4,min_Threshold6,max_Threshold6
0.0630647286523933,0.09014996764650923,0.07966405156098394,0.11555317839435242,0.08299564034206539,0.13850168629032342,0.050644051970591776,0.06336847270791156
0.0630647286523933,0.09014996764650923,0.07966405156098394,0.11555317839435242,0.08299564034206539,0.13850168629032342,0.050644051970591776,0.06336847270791156
0.0630647286523933,0.09014996764650923,0.07966405156098394,0.11555317839435242,0.08299564034206539,0.13850168629032342,0.050644051970591776,0.06336847270791156
0.0630647286523933,0.09014996764650923,0.07966405156098394,0.11555317839435242,0.08299564034206539,0.13850168629032342,0.050644051970591776,0.06336847270791156
0.0630647286523933,0.09014996764650923,0.07966405156098394,0.11555317839435242,0.08299564034206539,0.13850168629032342,0.050644051970591776,0.06336847270791156
0.0630647286523933,0.09014996764650923,0.07966405156098394,0.11555317839435242,0.08299564034206539,0.13850168629032342,0.050644051970591776,0.06336847270791156
0.0630647286523933,0.09014996764650923,0.07966405156098394,0.11555317839435242,0.08299564034206539,0.13850168629032342,0.050644051970591776,0.06336847270791156
0.0630647286523933,0.09014996764650923,0.07966405156098394,0.11555317839435242,0.08299564034206539,0.13850168629032342,0.050644051970591776,0.06336847270791156
0.0630647286523933,0.09014996764650923,0.07966405156098394,0.11555317839435242,0.08299564034206539,0.13850168629032342,0.050644051970591776,0.06336847270791156
0.0630647286523933,0.09014996764650923,0.07966405156098394,0.11555317839435242,0.08299564034206539,0.13850168629032342,0.050644051970591776,0.06336847270791156
0.0630647286523933,0.09014996764650923,0.07966405156098394,0.11555317839435242,0.08299564034206539,0.13850168629032342,0.050644051970591776,0.06336847270791156
0.0630647286523933,0.09014996764650923,0.07966405156098394,0.11555317839435242,0.08299564034206539,0.13850168629032342,0.050644051970591776,0.06336847270791156
0.0630647286523933,0.09014996764650923,0.07966405156098394,0.11555317839435242,0.08299564034206539,0.13850168629032342,0.050644051970591776,0.06336847270791156
0.0630647286523933,0.09014996764650923,0.07966405156098394,0.11555317839435242,0.08299564034206539,0.13850168629032342,0.050644051970591776,0.06336847270791156
0.0630647286523933,0.09014996764650923,0.07966405156098394,0.11555317839435242,0.08299564034206539,0.13850168629032342,0.050644051970591776,0.06336847270791156
0.0630647286523933,0.09014996764650923,0.07966405156098394,0.11555317839435242,0.08299564034206539,0.13850168629032342,0.050644051970591776,0.06336847270791156
0.0630647286523933,0.09014996764650923,0.07966405156098394,0.11555317839435242,0.08299564034206539,0.13850168629032342,0.050644051970591776,0.06336847270791156
0.0630647286523933,0.09014996764650923,0.07966405156098394,0.11555317839435242,0.08299564034206539,0.13850168629032342,0.050644051970591776,0.06336847270791156
0.0630647286523933,0.09014996764650923,0.07966405156098394,0.11555317839435242,0.08299564034206539,0.13850168629032342,0.050644051970591776,0.06336847270791156
0.0630647286523933,0.09014996764650923,0.07966405156098394,0.11555317839435242,0.08299564034206539,0.13850168629032342,0.050644051970591776,0.06336847270791156
0.0630647286523933,0.09014996764650923,0.07966405156098394,0.11555317839435242,0.08299564034206539,0.13850168629032342,0.050644051970591776,0.06336847270791156
0.0630647286523933,0.09014996764650923,0.07966405156098394,0.11555317839435242,0.08299564034206539,0.13850168629032342,0.050644051970591776,0.06336847270791156
0.0630647286523933,0.09014996764650923,0.07966405156098394,0.11555317839435242,0.08299564034206539,0.13850168629032342,0.050644051970591776,0.06336847270791156
0.0630647286523933,0.09014996764650923,0.07966405156098394,0.11555317839435242,0.08299564034206539,0.13850168629032342,0.050644051970591776,0.06336847270791156
0.0630647286523933,0.09014996764650923,0.07966405156098394,0.11555317839435242,0.08299564034206539,0.13850168629032342,0.050644051970591776,0.06336847270791156
0.0630647286523933,0.09014996764650923,0.07966405156098394,0.11555317839435242,0.08299564034206539,0.13850168629032342,0.050644051970591776,0.06336847270791156
0.0630647286523933,0.09014996764650923,0.07966405156098394,0.11555317839435242,0.08299564034206539,0.13850168629032342,0.050644051970591776,0.06336847270791156
0.0630647286523933,0.09014996764650923,0.07966405156098394,0.11555317839435242,0.08299564034206539,0.13850168629032342,0.050644051970591776,0.06336847270791156
0.0630647286523933,0.09014996764650923,0.07966405156098394,0.11555317839435242,0.08299564034206539,0.13850168629032342,0.050644051970591776,0.06336847270791156
0.0630647286523933,0.09014996764650923,0.07966405156098394,0.11555317839435242,0.08299564034206539,0.13850168629032342,0.050644051970591776,0.06336847270791156
0.0630647286523933,0.09014996764650923,0.07966405156098394,0.11555317839435242,0.08299564034206539,0.13850168629032342,0.050644051970591776,0.06336847270791156
